File Name	Replicate Name	Comment	Path	Instrument Method	Position	Inj Vol	Est. time into mass spec tray	Time injected
2017_July_10_bivalves_7	7	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_8	8	O17-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,1"	2		
2017_July_10_bivalves_9	9	O14-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,2"	2		
2017_July_10_bivalves_10	10	O71-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,3"	2		
2017_July_10_bivalves_11	11	O145-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,4"	2		
2017_July_10_bivalves_12	12	O128-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,5"	2		
2017_July_10_bivalves_QC6	QC6	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_13	13	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_14	14	O39-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,1"	2		
2017_July_10_bivalves_15	15	O113-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,2"	2		
2017_July_10_bivalves_16	16	O12-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,3"	2		
2017_July_10_bivalves_17	17	O99-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,4"	2		
2017_July_10_bivalves_18	18	O103-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,5"	2		
2017_July_10_bivalves_QC7	QC7	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_19	19	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_20	20	O56-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,1"	2		
2017_July_10_bivalves_21	21	O10-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,2"	2		
2017_July_10_bivalves_22	22	O22-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,3"	2		
2017_July_10_bivalves_23	23	O118-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,4"	2		
2017_July_10_bivalves_24	24	O06-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,5"	2		
2017_July_10_bivalves_QC8	QC8	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_25	25	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_26	26	O08-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,1"	2		
2017_July_10_bivalves_27	27	O04-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,2"	2		
2017_July_10_bivalves_28	28	O106-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,3"	2		
2017_July_10_bivalves_29	29	O21-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,4"	2		
2017_July_10_bivalves_30	30	O51-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,5"	2		
2017_July_10_bivalves_QC9	QC9	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_31	31	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_32	32	O32-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:B,1"	2		
2017_July_10_bivalves_33	33	O60-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:B,2"	2		
2017_July_10_bivalves_34	34	O101-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:B,3"	2		
2017_July_10_bivalves_35	35	O91-	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:B,4"	2		
2017_July_10_bivalves_36	36	O100-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:B,5"	2		
2017_July_10_bivalves_QC10	QC10	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_37	37	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_38	38	O137-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:C,1"	2		
2017_July_10_bivalves_39	39	O96-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:C,2"	2		
2017_July_10_bivalves_40	40	O46-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:C,3"	2		
2017_July_10_bivalves_41	41	O90-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:C,4"	2		
2017_July_10_bivalves_42	42	O147-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:C,5"	2		
2017_July_10_bivalves_QC11	QC11	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_43	43	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_44	44	O30-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:D,1"	2		
2017_July_10_bivalves_45	45	O31-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:D,2"	2		
2017_July_10_bivalves_46	46	O131-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:D,3"	2		
2017_July_10_bivalves_47	47	O35-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:D,4"	2		
2017_July_10_bivalves_48	48	O24-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:D,5"	2		
2017_July_10_bivalves_QC12	QC12	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_49	49	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_50	50	O43-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:E,1"	2		
2017_July_10_bivalves_51	51	O40-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:E,2"	2		
2017_July_10_bivalves_52	52	O26-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:E,3"	2		
2017_July_10_bivalves_53	53	O78-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:E,4"	2		
2017_July_10_bivalves_54	54	O124-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:E,5"	2		
2017_July_10_bivalves_QC13	QC13	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_55	55	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_56	56	O64-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:F,1"	2		
2017_July_10_bivalves_57	57	O140-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:F,2"	2		
2017_July_10_bivalves_58	58	O66-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:F,3"	2		
2017_July_10_bivalves_59	59	O121-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:F,4"	2		
2017_July_10_bivalves_60	60	OBLNK2-1	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"2:F,5"	2		
2017_July_10_bivalves_QC14	QC14	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_61	61	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_62	62	O17-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:B,1"	2		
2017_July_10_bivalves_63	63	O56-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:B,2"	2		
2017_July_10_bivalves_64	64	O106-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:B,3"	2		
2017_July_10_bivalves_65	65	O10-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:B,4"	2		
2017_July_10_bivalves_66	66	O51-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:B,5"	2		
2017_July_10_bivalves_QC15	QC15	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_67	67	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_68	68	O145-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,1"	2		
2017_July_10_bivalves_69	69	O71-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,2"	2		
2017_July_10_bivalves_70	70	O49-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,3"	2		
2017_July_10_bivalves_71	71	O06-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,4"	2		
2017_July_10_bivalves_72	72	O21-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:C,5"	2		
2017_July_10_bivalves_QC16	QC16	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_73	73	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_74	74	O22	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,1"	2		
2017_July_10_bivalves_75	75	O12	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,2"	2		
2017_July_10_bivalves_76	76	O52-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,3"	2		
2017_July_10_bivalves_77	77	O122-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,4"	2		
2017_July_10_bivalves_78	78	O39-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:D,5"	2		
2017_July_10_bivalves_QC17	QC17	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_79	79	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_80	80	O128-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,1"	2		
2017_July_10_bivalves_81	81	O103-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,2"	2		
2017_July_10_bivalves_82	82	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_83	83	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_84	84	O14-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,3"	2		
2017_July_10_bivalves_QC18	QC18	O01	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,4"	2		
2017_July_10_bivalves_QC19	QC19	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_QC20	QC20	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_QC21	QC21	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_QC22	QC22	PRTC+BSA	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_prtcbsa53_60min_DrM27cm	"1:A,1"	3		
2017_July_10_bivalves_85	85	O14	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,3"	2		
2017_July_10_bivalves_86	86	O01	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,4"	2		
2017_July_10_bivalves_87	87	O118	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:E,5"	2		
2017_July_10_bivalves_88	88	blank	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm	"1:A,2"	3		
2017_July_10_bivalves_93	93	O113-2	C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378	C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm	"1:F,1"	2		
